,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
NCG_310_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11,11,11.25,11,11,10.75,11,11.25,11.5,11.25,11,11,11.5,11.5,11.25,11,11.25,11.5,11.5,11.5,11.25,11.5,11.5,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11,11,11,11.5,11.5,11,11.25,11.5,11.25,11.25,11.5,11.5,11.25,11.25,11.5,11.5,10,10.75,11,11.5,11.25,11.5
NCG_311_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,9.25,9.25,9.25,9.5,9.25,9.75,10.25,10.25,9.5,11,10.75,10.5,11.5,11.5,10.75,10.5,10.5,11.5,11.25,10.75,10.5,11.5,11.5,10.5,10.5,10.5,10.25,11.5,11.25,11,9.25,9.25,9.25,11.5,9.25,9.25,9.5,10.25,11.25,10.75,10.5,11.5,11.25,10.75,10.5,11.5,10.75,10.5,11.5,11.5,10.5,10.5,11.5,11.5,10.5,10.5,10,10.25,11.5,10.25,11.5,10.5
NCG_312_ER2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,,11.5,,,11.75,11.75,11.75,,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,,11.75,11.75,11.75,11.75,,11.75,11.75,11.75,,11.75,,11.75,11.75,11.75,11.75,11.75,11.5,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,,,,,11.75,
NCG_313_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,10.5,10.75,10.75,10.5,10.25,10.5,10.5,10.5,10.75,10,10,10.75,10,10.5,10,10.75,10.75,10.25,10,10,10.75,10,10,10,10,10,10,10,10,10,10.25,10.5,10.75,10.75,10.25,10.25,10.5,10.5,10.5,10,10.5,10.75,10,10.25,10.75,10,10,10.25,10,10,10,10,10,10,10,10,10.75,10.75,10,10.75,10,10
NCG_314_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,8.25,8.25,8.25,8,8,8,8,8,8,8,8,8,8.25,8,8,10.25,8.25,8.25,8.5,10.25,10.25,8.5,8.75,10,10.25,10.25,10.25,10.5,10.5,10.5,8,8,8,8,8,8,8,8,8,8,8,8.25,8,10.25,8.25,8.5,8.25,10.25,8.75,8.75,10,10.25,10.25,10,10.25,10.25,8,8.25,8.5,8.25,10.25,10.25
NCG_315_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,8.25,8.25,8.25,8,7.75,7.75,8,8,8,7.75,8,8,8.5,8.25,8,8.25,8.25,8.5,8.25,8.25,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.25,8,8,8,7.75,7.75,7.75,8,7.75,7.75,8,8.25,8,8.25,8.25,8.5,8.25,8.25,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.25,8.25,8.5,8.5,8.5,8.5
NCG_316_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10,10,10.25,10.25,10.25,10,10,10,10.25,10,10.25,10,10,10.25,10.25,10,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10,10,10.25,10.25,10,10,10.25,10,10,10,10,10.25,10.25,10.25,10.25,10,10
NCG_317_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,10.5,10.5,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.75,10.75,10.75,10.5,12.25,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.5,10.75,10.75,10.75,10.25,11,10.75,10.75,10.5,10.5,10.5,10.5,10.5,10.5,10.75,10.5,10.5,10.75,10.75,10.75,10.75,10.75,10.75,10.75,11,10.75,10.75,10.75,10.75,10.75,10.5,10.75,10.75,10.75,10.5,10.5,10.5,10.5,10.75,10.5,10.5
NCG_318_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,11.25,11.25,10.75,11.25,11,11,11,11.5,10.75,10.75,10.75,12.25,10.5,10.5,10.5,10.75,12,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.5,11,11,11,10.75,11.25,11,11,11.25,10.5,10.75,11,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11,12.25,10.75,10.75,10.5,10.5
NCG_319_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,10,9.75,9.75,9.75,9.75,10,9.75,9.75,9.75,10.25,10,9.75,9.75,10,9.75,10,10,10,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,10,9.75,9.75,9.75,9.75,9.75,9.75,10,9.75,9.75,10,10,10,9.75,9.75,9.75,9.75,10.25,10,10.25,9.75
NCG_320_R2256_imp_ch_flt1-45_flt50_rejectedarte_chr_ICA_prep_rf_int,10.25,10.25,10.25,8.75,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.5,10.5,10.25,10.25,10.25,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.75,10.75,10.75,9,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.5,10.25,10.25,10.25,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,8.75,10.25,10.5,10.5,10.5,10.5
NCG_321_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12,12.25,12.25,12.25,12.25,12,12,12,12,12,12,11.75,11.75,12,11.75,12,11.75,11.75,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12,12.25,12.25,12.25,12,12,12,12,11.75,11.75,11.75,12,12,11.75,11.75,12.25,12.25,12,12,12,11.75
NCG_322_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,9.5,9.5,9.5,9.75,9.75,9.5,9.5,9.5,9.75,9.75,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.75,9.5,9.5,9.5,9.75,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.75,9.5,9.5,9.5,9.5,9.5
NCG_323_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10.5,10.5,10.5,11.75,11.75,10.75,11.5,11.75,11.75,12,11.5,11.75,11.75,12,10,11.75,11.75,12,11.75,10.75,11.5,12,10.25,10,10.25,11.25,10.25,10.25,10.25,10.25,11.25,11.5,10.75,11,11.75,11.75,11.5,11.75,12,11.5,11.75,12,12,11.5,11.75,12,10,11.5,10.25,10,10.25,11.25,10.25,10.25,10.25,10.25,11.75,11.75,12,11.75,10.5,10.25
NCG_324_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,9.75,9.75,9.75,9.75,9.5,9.75,9.75,10,9.75,9.75,9.75,10,10,10,10,10,10.25,10,10,10,10.25,,10,10,10.25,,10.25,10,10,,9.75,9.5,9.75,10,9.75,9.75,9.75,10,9.75,9.75,9.75,9.75,10,10,10,10,10,10.25,10,10,10.25,10.25,10,10,10.25,10.25,9.75,10,10,,10,
NCG_325_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,12,12,12,12,12,12,12,12,12.25,12,12,12,12,12,,12.25,12.25,12,12,12.25,12.25,12,12,12,12.25,12.25,12,12,12,12,12,12,12,12,12,12,12,12,12.25,12,12,12,12,12.25,12.25,12,12,12.25,12,12,12.25,12.25,12,12,12,12.25,12.25,12,12,12.25,12,12.25
NCG_326_R2256_imp_ch_flt1-45_flt50_rejecetedarte_ICA_prep_rf_int,10.25,10.25,10.25,,,10.25,10.25,10.25,10.25,,10.25,10.25,10.25,10.25,10.25,10.25,,10.25,10.25,11,10.5,10.25,10.25,10.75,11,11,10.75,10.5,10.75,11,10.25,,10.25,10.25,,10.25,10.25,10.25,10.25,10.25,10.25,10.25,,10.25,10.25,10.25,11,11,10.25,10.5,11,11,10.5,10.5,11,11,10.25,10.25,10.25,10.5,10.5,11
NCG_327_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11.25,11.25,11,11.5,11.5,11.25,11,11,11.5,11.5,11.25,11,11.5,11.5,11.5,11.25,11.5,11.5,11.25,10.75,11.5,11.25,11,10.75,10.75,11.25,10.75,11,10.75,10.75,11,11.25,11,11,11.5,11.5,11.25,11,11.5,11.25,11.25,11.5,11.5,11.25,11.25,11.25,11,11,11.25,11,10.75,11,11,11,10.75,11,11.5,11.25,11.5,11.75,11,11
NCG_328_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.5,10.75,10.75,10.75,11,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.5,10.5,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.5,10.75,10.75,10.75,10.75,10.75
NCG_329_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10,10,10.25,10.5,10.75,10.75,10.75,10.75,11,11,11,11,11,11,11,11,11,11,11,11,11,10.5,11,11,11,11,11,10.75,10.75,11,10,10.25,10.25,10.25,10.75,10.75,10.75,10.5,11,11,11,11,11,11,11,11,11,11,10.75,11,11,11,10.75,10.75,11,11,10.75,11,10.75,11,10.75,11
NCG_330_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11,11,11,11,11,11,11.25,11.25,11,11,11,11.25,11,11,11,11.25,11.25,11,11,11,11,11,11,11,11,10.75,11,11,11,11,11,11,11,11.25,11,11,11,11.25,11,11,11.25,11,11,11.25,11.25,11,11,11.25,11,11,11,11,11,11,11,11,11,11.25,11,11,11,11
NCG_331_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.5,11.5,11.5,11.75,11.25,11.5,11.5,11.75,11.25,10.5,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10,10.5,10.5,10.5,10.5,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.5,11.25,11.75,11.75,11.5,11.5,11.5,10.5,10.5,10.5,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.25,11.5,11.5,10.5,10,10.5,10.25
NCG_332_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10.5,10.75,10.75,10.5,10.5,10.75,10.75,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.25,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.75,10.75,10.75,10.5,10.5,10.5,10.75,10.75,10.5,10.5,10.75,10.75,10.5,10.5,10.75,10.5,10.25,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,10.5,10.75,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.75,10.5
NCG_333_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10.25,10.25,10.25,10.25,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.25,10.25,10.5,10.5,10.25,10.25,10.25,10.5,10.5,10.25,10.25,10,10,10.25,10.25,10.25,10.5,10.25,10.25,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.25,10.25,10.5,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25
NCG_334_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,8.75,8.75,8.75,8.5,8.5,8.5,8.5,8.75,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.75,8.5,8.5,9,9,8.75,8.75,9,9,9,8.75,9,9,9,9,8.5,8.5,8.5,8.75,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.25,8.5,8.75,8.25,9,9,9,8.75,9,9,9,8.75,8.75,9,9,8.5,8.5,8.5,8.5,8.75,9
NCG_335_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,10.25,10.25,10.25,10.25,10.25,10,11,11.25,10.25,10,11,11.25,10.25,10,9.75,11.25,11.25,10,9.75,10,10.75,10.25,10,9.75,10.5,10.25,9.75,10,9.75,10.25,10.25,10.25,10,10,10.25,10,10,10.25,10.25,10,11.25,10.25,9.75,11.25,11.25,10,9.75,10.75,10,9.75,10,10.5,10,10,10.5,10.5,10.25,11.25,10.25,10.75,10,10.5
NCG_336_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,11.25,11.25,10.5,10.75,11.5,11.5,11.75,10.5,10.5,10.5,10.5,10.5,10.75,10.5,10.5,10.25,10.25,11.25,10.5,10.5,10.25,10.5,10.75,10.75,10.5,10.25,10.75,10.75,10.5,10.5,11.25,11.5,11.75,10.75,11.5,11.25,11.5,10.75,10.5,10.5,10.5,11,10.5,10.5,10.25,10.75,10.5,10.5,10.75,10.75,10.5,10.25,10.5,10.75,10.5,10.5,10.5,10.5,10.5,10.25,10.5,10.5
NCG_337_R2256_imp_ch_flt1-45_flt50_rejectedarte_ICA_prep_rf_int,8.25,8.25,8.25,8,8,8,8,8.25,8,8,8,8,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,10.25,8.25,8.25,8.25,8.25,8.25,8,8,8.25,8,8,8.25,8,8,8,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,10.5,8.25,8.25,8.25
OC_10_ch256_flt1-45_flt50_rejectearte_rch_imp_ICA_prep_rf_int,8.25,8.25,8.25,8.25,8,8,8,8.25,8,8,8,8,8,8,8,8,8,8,8,8,8.25,10,8,8,8.5,9.5,10.25,10.25,10,9.25,8.25,8,8,8.25,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8.25,8,8.25,9.5,10,8,9.25,9.25,8,8,8,9.75,10,9.25
OC_11_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75
OC_12_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.5,10.25,10.5,10.25,10.5,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.75,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.5,10.25,10.25,10.5,10.5,10.5,10.5,10.75,10.5,10.5,10.75,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10,10.5,10.75,10.25,10.5,10.5
OC_15_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,11.25,11,11,11,11.25,11.25,11,11,11,11.25,11,10.75,10,11,11.25,11,11,10.75,11,11,11,10,10.75,11,11.25,11.25,11,11,11,11,11,11.25,11,11,11.25,11.25,11,11,11.25,11.25,11,10.75,11.25,11,11,10.75,11.25,11,10.5,10.75,11.25,11.25,10.75,10.75,11.25,11.25,10.75,11,9.75,11.25,10.75,11.25
OC_16_R2_ch256_flt1-45_flt50_rejeectedarte_rch_imp_ICA_prep_rf_int,10.5,10.25,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.25,10.5,10.25,10.5,10.25,10.25,10.25,10.5,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.5,10.25,10.25,10.5,10.25,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,10.25,10.25,10.5,10.5,10.25,10.25,10.5,10.25,10.25,10.25,10.25,10.25,10.5,10.5,10.25,10.25,10.5,10.25,10.25,10.25,10.5,10.25
OC_17_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,12,11.75,12,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75
OC_18_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,12,12,12,,12,12,12,,12,12,12,11.75,,12,12,11.75,,11.75,12,11.75,11.75,11.75,11.75,11.75,11.75,12,11.75,11.75,11.75,11.75,12,12,12,12,12,12,12,12,12,12,12,12,12,11.75,11.75,11.75,12,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,,,,,11.75,11.75
OC_19_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,10.75,10.75,11,11.25,10.75,10.75,11,11,11.25,10.75,11,11.25,11,11,11,12,11.25,11,11,12,12.5,11,11,11.25,,,11.25,11,,,11,10.75,11,11,11,10.75,10.75,11,11,10.75,11,11,11,11.5,12,11,11.25,12.5,11,11,,,11,11,,,11.25,11,11,12,11,
OC_1_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,10.5,10.5,10.5,8.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.25,10.5,10.5,10.5,10.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,8.75,10.5,8.75,8.75,10.5,10.25
OC_21_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,11.5,11.25,11.5,11.75,11.25,11.25,11.25,11.5,11.75,11.25,11.25,11.5,11.5,11.5,11.25,11.75,11.25,11.5,11.25,11.25,11.75,11.5,11.25,11.25,11.25,12,11.25,11.25,11.25,11.25,11.5,11.25,11.25,11.5,11.5,11.25,11.25,11.25,11.5,11.25,11.5,11.5,11.25,11.25,11.75,11.5,11.25,11.5,11.5,11.25,11.25,11.5,11.5,11.25,11.25,11.5,12,11.25,11.5,12,11.5,11.5
OC_23_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,11.75,11.75,11.5,11.75,11.5,11.5,11.5,11.5,11.75,11.5,11.25,11.5,11.5,11.5,11.25,11.5,11.5,11.75,11.25,11.5,11.75,11.5,11.5,11,11.75,11.75,11.75,12,11.75,12.25,11.75,11.75,11.5,11.25,11.5,11.5,11.5,11.25,11.5,11.5,11.5,11.75,11.25,11.25,11.5,11.5,11,11.5,11.5,11,11.5,11.75,11.5,11.25,12,12,11.75,11.5,11.5,11.75,11.5,12
OC_24_R2_ch256_flt1-45_flt50_rejectedarte_rch_imp_ICA_prep_rf_int,11,11,11,10.75,10.75,10.75,11,11,10.75,10.75,10.75,11.25,10.75,10.75,10.75,11.25,11.25,11,10.75,11,11,10.75,11,11,11,10.75,11,11,11,11,11,11,11,11,11,10.75,11,11,10.75,10.75,11.25,10.75,10.75,11,11.25,11,10.75,11,11,11,11,11,11,11,11,11,10.75,11.25,11,10.75,11,10.75
OC_25_R2_ch256_flt1-45_flt50_rejecetdarte_rch_imp_ICA_prep_rf_int,11.25,11,11,7.5,11.25,11.25,11.5,11.25,11.25,11.5,11.5,11.5,7.5,11.25,11.5,11.5,11,11.25,11.25,11.25,10.25,11,11,11.25,11,10.5,11.25,11,11.25,11,11.25,11.25,11.25,11,11.25,11.25,11.5,11.5,11.5,11.5,11.5,11.25,11.5,11.5,11.25,11,11.25,11,11,11,11.25,10.5,11,11,11,10.75,7.5,11.5,11,10.25,11,10.75
